sent_id,sys_name,sys_type,orig_sent,simp_sent,grammaticality,meaning,simplicity,structural_simplicity
27,SENTS-h1^m_default_model,Semantics+NeuralSeq2Seq,"She performed for President Reagan in 1988's Great Performances at the White House series, which aired on the Public Broadcasting Service.",She performed for President Ronald Reagan in 1988.,5,2.666666667,1.333333333,1.333333333
28,SENTS-h1^m_default_model,Semantics+NeuralSeq2Seq,Perry Saturn (with Terri) defeated Eddie Guerrero (with Chyna) to win the WWF European Championship (8:10) Saturn pinned Guerrero after a Diving elbow drop.,He won the World Championship 8.,3.333333333,1.333333333,1.333333333,1.333333333
29,SENTS-h1^m_default_model,Semantics+NeuralSeq2Seq,She remained in the United States until 1927 when she and her husband returned to France.,She remained in the United States until 1927.,5,3.333333333,1,1
30,SENTS-h1^m_default_model,Semantics+NeuralSeq2Seq,"Despina was discovered in late July, 1989 from the images taken by the Voyager 2 probe.",Despina was discovered in late July 1989 from the Voyager 2 probe.,4.333333333,4.333333333,1,0.666666667
31,SENTS-h1^m_default_model,Semantics+NeuralSeq2Seq,The first Italian Grand Prix motor racing championship took place on 4 September 1921 at Brescia.,The first Italian Grand Prix motor racing championship took place on 4 September 1921 at Brescia.,5,5,0,0
32,SENTS-h1^m_default_model,Semantics+NeuralSeq2Seq,He also completed two collections of short stories entitled The Ribbajack & Other Curious Yarns and Seven Strange and Ghostly Tales.,He also completed two collections of short stories.,5,3.333333333,1,1
33,SENTS-h1^m_default_model,Semantics+NeuralSeq2Seq,"At the Voyager 2 images Ophelia appears as an elongated object, the major axis pointing towards Uranus.",At the Voyager 2 images Ophelia appears as a long axis pointing towards Uranus.,2.666666667,2.666666667,0,-0.333333333
34,SENTS-h1^m_default_model,Semantics+NeuralSeq2Seq,The British decided to eliminate him and take the land by force.,The British decided to eliminate him and take the land by force.,4.666666667,5,0,0
35,SENTS-h1^m_default_model,Semantics+NeuralSeq2Seq,"Some towns on the Eyre Highway in the south-east corner of Western Australia, between the South Australian border almost as far as Caiguna, do not follow official Western Australian time.",Some between the South Australian border almost as far as Caiguna do not follow official Western Australian time.,3.666666667,2.666666667,1.333333333,1.333333333
36,SENTS-h1^m_default_model,Semantics+NeuralSeq2Seq,"In architectural decoration Small pieces of colored and iridescent shell have been used to create mosaics and inlays, which have been used to decorate walls, furniture and boxes.",In architectural decoration Small pieces of colored and iridescent shell have been used to decorate walls furniture and boxes.,4,3.666666667,1.333333333,1
37,SENTS-h1^m_default_model,Semantics+NeuralSeq2Seq,"The other incorporated cities on the Palos Verdes Peninsula include Rancho Palos Verdes, Rolling Hills Estates and Rolling Hills.",Palos Verdes is a city in the United Kingdom.,5,1,1.666666667,1.333333333
38,SENTS-h1^m_default_model,Semantics+NeuralSeq2Seq,"Fearing that Drek will destroy the galaxy, Clank asks Ratchet to help him find the famous superhero Captain Qwark, in an effort to stop Drek.",The main character is Captain Qwark.,5,1,2,2
39,SENTS-h1^m_default_model,Semantics+NeuralSeq2Seq,It is not actually a true louse.,It is not actually a true louse.,4.666666667,5,0,0
40,SENTS-h1^m_default_model,Semantics+NeuralSeq2Seq,He advocates applying a user-centered design process in product development cycles and also works towards popularizing interaction design as a mainstream discipline.,He advocates applying a user centered design process in product development cycles.,5,3.333333333,1,1
41,SENTS-h1^m_default_model,Semantics+NeuralSeq2Seq,"It is theoretically possible that the other editors who may have reported you, and the administrator who blocked you, are part of a conspiracy against someone half a world away they've never met in person.",It is possible that the other and the administrator who blocked you are part of a world.,2.333333333,1.666666667,0,0
42,SENTS-h1^m_default_model,Semantics+NeuralSeq2Seq,Working Group I: Assesses scientific aspects of the climate system and climate change.,Working Group I Assesses scientific aspects of the climate system and climate change.,5,5,0,0
43,SENTS-h1^m_default_model,Semantics+NeuralSeq2Seq,"The island chain forms part of the Hebrides, separated from the Scottish mainland and from the Inner Hebrides by the stormy waters of the Minch, the Little Minch and the Sea of the Hebrides.",The island chain forms part of the Hebrides.,5,3,1.666666667,1.666666667
44,SENTS-h1^m_default_model,Semantics+NeuralSeq2Seq,"Orton and his wife welcomed Alanna Marie Orton on July 12, 2008.",Orton and his wife welcomed Alanna Marie Orton on July 12 2008.,4.666666667,5,0,0
45,SENTS-h1^m_default_model,Semantics+NeuralSeq2Seq,"Formal minor planet designations are number-name combinations overseen by the Minor Planet Center, a branch of the IAU.",Formal minor planet designations are number name by the Minor Planet Center a branch of the IAU.,3,3.333333333,-0.333333333,-0.333333333
46,SENTS-h1^m_default_model,Semantics+NeuralSeq2Seq,"By early on September 30, wind shear began to dramatically increase and a weakening trend began.",By early on September 30 wind shear began to dramatically increase.,4.666666667,3.666666667,0.666666667,0.666666667
47,SENTS-h1^m_default_model,Semantics+NeuralSeq2Seq,Each entry has a datum (a nugget of data) which is a copy of the datum in some backing store.,Each entry has a datum of data which is a copy of the datum in some backing store.,4.666666667,4,0.333333333,0.666666667
48,SENTS-h1^m_default_model,Semantics+NeuralSeq2Seq,"As a result, although many mosques will not enforce violations, both men and women when attending a mosque must adhere to these guidelines.",Many mosques do not enforce crime.,3.333333333,1.333333333,1.333333333,1.333333333
49,SENTS-h1^m_default_model,Semantics+NeuralSeq2Seq,"Mariel of Redwall is a fantasy novel by Brian Jacques, published in 1991.",Mariel of Redwall is a fantasy novel by Brian Jacques.,5,3.333333333,0.666666667,0.666666667
50,SENTS-h1^m_default_model,Semantics+NeuralSeq2Seq,"Ryan Prosser (born 10 July, 1988) is a professional rugby union player for Bristol Rugby in the Guinness Premiership.",He is a rugby union player for Bristol Rugby.,5,3,1.666666667,1.666666667
51,SENTS-h1^m_default_model,Semantics+NeuralSeq2Seq,"Like previous assessment reports, it consists of four reports, three of them from its working groups.",Like previous assessment reports it consists of four reports three of them from its working groups.,4.333333333,5,0,0
52,SENTS-h1^m_default_model,Semantics+NeuralSeq2Seq,"Their granddaughter Hélène Langevin-Joliot is a professor of nuclear physics at the University of Paris, and their grandson Pierre Joliot, who was named after Pierre Curie, is a noted biochemist.",Their granddaughter H\ xc3\ xa9l\ xc3\ xa8ne Langevin-Joliot is a professor of nuclear physics at the University of Paris.,4.666666667,2.666666667,1,1.333333333
53,SENTS-h1^m_default_model,Semantics+NeuralSeq2Seq,"This stamp remained the standard letter stamp for the remainder of Victoria's reign, and vast quantities were printed.",It was the first stamp to be printed in the United Kingdom.,5,1,1,0.666666667
54,SENTS-h1^m_default_model,Semantics+NeuralSeq2Seq,The International Fight League was an American mixed martial arts (MMA) promotion billed as the world's first MMA league.,The International Fight League is an American mixed martial arts organization.,5,2,1,0.666666667
55,SENTS-h1^m_default_model,Semantics+NeuralSeq2Seq,"Giardia lamblia (synonymous with Lamblia intestinalis and Giardia duodenalis) is a flagellated protozoan parasite that colonises and reproduces in the small intestine, causing giardiasis.",Is is a flagellated parasite.,2.333333333,1.333333333,1,1
56,SENTS-h1^m_default_model,Semantics+NeuralSeq2Seq,"Aside from this, Cameron has often worked in Christian-themed productions, among them the post-Rapture films Left Behind: The Movie, Left Behind II: Tribulation Force, and Left Behind: World at War, in which he plays Cameron ""Buck"" Williams.",Aside from this Cameron has often worked in Christian-themed productions among them the post-Rapture films Left Behind The Movie Left Behind II Tribulation Force and the Left Behind World at War in he plays Cameron Buck Williams.,3,4,-0.666666667,-0.666666667
57,SENTS-h1^m_default_model,Semantics+NeuralSeq2Seq,"This was the area east of the mouth of the Vistula River, later sometimes called ""Prussia proper"".",This was the area east of the mouth of the Vistula River.,5,3.333333333,0.666666667,0.666666667
58,SENTS-h1^m_default_model,Semantics+NeuralSeq2Seq,After graduation he returned to Yerevan to teach at the local Conservatory and later he was appointed artistic director of the Armenian Philarmonic Orchestra.,He was appointed artistic director of the Armenian Philarmonic Orchestra.,5,3,1,1.333333333
59,SENTS-h1^m_default_model,Semantics+NeuralSeq2Seq,"The story of Christmas is based on the biblical accounts given in the Gospel of Matthew, namely - and the Gospel of Luke, specifically -.",The story of Christmas is based on the Biblical Bible.,3.666666667,2,0.666666667,1
60,SENTS-h1^m_default_model,Semantics+NeuralSeq2Seq,Weelkes was later to find himself in trouble with the Chichester Cathedral authorities for his heavy drinking and immoderate behaviour.,Weelkes was later to find himself in trouble with the Chichester Cathedral authorities for his heavy drinking and immoderate Behaviour.,4,5,0,0
61,SENTS-h1^m_default_model,Semantics+NeuralSeq2Seq,"So far the 'celebrity' episodes have included Vic Reeves, Nancy Sorrell, Gaby Roslin, Scott Mills, Mark Chapman, Simon Gregson, Sue Cleaver, Carol Thatcher, Paul O'Grady and Lee Ryan.","They have included Vic Reeves, Mike O\ 'Grady and Lee Ryan.",4.666666667,2,1.333333333,1.333333333
62,SENTS-h1^m_default_model,Semantics+NeuralSeq2Seq,"It was discovered by Stephen P. Synnott in images from the Voyager 1 space probe taken on March 5, 1979 while orbiting around Jupiter.",It was discovered by Stephen P Synnott in images from the Voyager 1 space probe taken on March 5 1979 while orbiting around Jupiter.,4,5,0,0
63,SENTS-h1^m_default_model,Semantics+NeuralSeq2Seq,"Gomaespuma was a Spanish radio show, hosted by Juan Luis Cano and Guillermo Fesser.",Gomaespuma was a Spanish radio show.,5,3.333333333,1,1
64,SENTS-h1^m_default_model,Semantics+NeuralSeq2Seq,"On 16 June 2009, the official release date of The Resistance was announced on the band's website.",On 16 June 2009 the official release date of The Resistance was announced on the band\ 's website.,5,5,0,0
65,SENTS-h1^m_default_model,Semantics+NeuralSeq2Seq,He is also a member of another Jungiery boyband 183 Club.,He is also a member of another Jungiery boyband 183 Club.,4,5,0,0
66,SENTS-h1^m_default_model,Semantics+NeuralSeq2Seq,"The Apostolic Tradition, attributed to the theologian Hippolytus, attests the singing of Hallel psalms with Alleluia as the refrain in early Christian agape feasts.",The Apostolic attests the singing of Hallel Psalms.,3,1.666666667,1.333333333,1.333333333
67,SENTS-h1^m_default_model,Semantics+NeuralSeq2Seq,"In return, Rollo swore fealty to Charles, converted to Christianity, and undertook to defend the northern region of France against the incursions of other Viking groups.",Rollo swore fealty to Charles.,5,1.666666667,2,2
68,SENTS-h1^m_default_model,Semantics+NeuralSeq2Seq,It is derived from Voice of America (VoA) Special English.,It is derived from Voice of America VoA Special English.,3.666666667,4.666666667,0,0
69,SENTS-h1^m_default_model,Semantics+NeuralSeq2Seq,"Disney received a full-size Oscar statuette and seven miniature ones, presented to him by 10-year-old child actress Shirley Temple.",It was given to him by 10 year old children.,4.666666667,1.333333333,1.666666667,1.666666667
70,SENTS-h1^m_default_model,Semantics+NeuralSeq2Seq,It was the first asteroid to be discovered by a spacecraft.,It was the first asteroid to be discovered by a spacecraft.,5,5,0,0
1,SENTS-h1_w2v_model,Semantics+NeuralSeq2Seq,"One side of the armed conflicts is composed mainly of the Sudanese military and the Janjaweed, a Sudanese militia group recruited mostly from the Afro-Arab Abbala tribes of the northern Rizeigat region in Sudan.",One side of the armed conflicts is composed mainly of the Sudanese military and the Janjaweed.,5,3,1.666666667,1.666666667
